"Bolagsnamn";"Info";"Info";"Info";"Info";"Info";"Aktiekurs";"Börsvärde";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"P/E";"P/E";"P/E";"P/S";"P/S";"P/S";"P/FCF";"P/FCF";"P/FCF";"Medelvärde";"Medelvärde";"Medelvärde";"Info";"N. Rapport";"Graham"
"";"Land";"Lista";"Bransch";"Ticker";"ISIN";"Senaste";"Senaste";"Utveck.  1d";"Utveck.  1v";"Utveck.  1m";"Utveck.  3m";"Utveck.  6m";"Utveck.  1 år";"Utveck.  3 år";"Utveck.  5 år";"Senaste";"Snitt 1 år";"Snitt 3 år";"Senaste";"Snitt 1 år";"Snitt 3 år";"Senaste";"Snitt 1 år";"Snitt 3 år";"MA(5)/MA(20)";"MA(20)/MA(70)";"MA(50)/MA(200)";"N. Rapport";"Antal dagar";"Poäng"
"Raisio";"Finland";"Mid Cap";"Livsmedel";"RAIKV";"FI0009800395";3.55;557.9286;0;-0.0273973;0.02011492;0.0142857;0.0142857;-0.1341463;-0.1567696;0.4314516;29.38742;29.08104;45.02415;1.278773;1.137984;1.100029;16.80508;4.4433;6.370873;0.01046085;0.008882999;-0.04289842;"";"";4
"RAK Petroleum";"Norge";"OB Standard";"Olja & Gas";"RAKP";"GB00BRGBL804";7.75;2417.729;0;0.04166666;0.06164381;0.007802333;-0.06287792;-0.1388889;"";"";-3.68679;-5.540234;-3.693489;"";"";"";-21.13008;-35.52386;-23.68257;0.008293629;0.004903078;-0.04940116;"2017-04-21";"";1
"Ramirent";"Finland";"Mid Cap";"Tjänster & Leverans";"RMR1V";"FI0009007066";9.42;1014.864;0.02391307;0.04783096;0.2233767;0.2076923;0.3852941;0.4695788;0.293956;0.6130137;36.30058;30.05783;29.24039;1.484511;1.171333;1.244631;-116.8256;-55.86404;-90.84635;0.06907117;0.09182131;0.09399594;"2017-05-09";"";1
"Rapala";"Finland";"Mid Cap";"Konsument";"RAP1V";"FI0009007355";4.04;157.56;-0.007371059;-0.01463413;-0.04716977;-0.09417042;-0.03349279;-0.02415457;-0.2362949;-0.2377359;-52.53576;14.02276;0.060414;0.6016037;0.7040176;0.6933206;7.611594;31.86498;17.25739;-0.01726425;-0.03781939;-0.02218324;"";"";3
"Raute";"Finland";"Small Cap";"Tjänster & Leverans";"RUTAV";"FI0009004741";21.69;91.22814;0.01640114;-0.005045812;0.09490162;0.0899498;0.2358975;0.7807882;1.923181;1.816883;13.64924;8.669169;11.03364;0.806401;0.4548767;0.4909023;4.981877;2.326405;1.023101;-0.00186938;0.04172695;0.1840885;"";"";1
"Raybased";"Sverige";"Aktietorget";"Kommunikation";"RBASE";"SE0007698121";10.8;65.1024;-0.0136986;0.00465118;-0.03571425;-0.2525951;-0.396648;-0.325;"";"";-11.31127;-5.655635;-3.770423;21.46469;10.73234;10.73234;-4.199884;-2.099942;-1.399961;-0.01739931;-0.1581034;-0.2912712;"";"";1
"RaySearch Laboratories";"Sverige";"Mid Cap";"Sjukvård";"RAY B";"SE0000135485";226.5;7765.1;0.01797753;0;-0.03617021;0.03424658;0.2144772;0.9154334;4.147727;9.066667;51.28611;41.10828;39.51366;14.61066;8.824758;9.084016;558.6804;1103.563;262.0741;0.00659585;-0.03852648;0.1665221;"2017-05-12";"";2
"Reach Subsea";"Norge";"OB Standard";"Olja & Gas";"GRR";"NO0003117202";1.86;141.8083;0.021978;-0.02105261;0.03333337;-0.1733333;-0.005347589;0.06285715;-0.3961039;"";-6.110381;15.61869;42.12147;0.4330116;0.4126988;0.5479507;-31.35963;-10.69199;-3.915548;-0.03036588;-0.02058977;-0.004967153;"";"";1
"Real Heart";"Sverige";"Aktietorget";"Sjukvård";"HEART";"SE0006256798";12.75;142.239;0.02822584;-0.01923077;0.09442063;-0.1114983;0.1643836;-0.05555555;"";"";-36.0781;-48.87248;-42.73264;954.6241;654.7703;615.7642;-24.81923;-27.50424;-22.79684;0.01727223;-0.00544399;0.05102766;"";"";1
"REC Silicon";"Norge";"OBX";"Energiproducenter";"REC";"NO0010112675";1.125;2861.796;-0.0017746;-0.04418015;0.1306533;-0.09274194;0.1749347;-0.4146723;-0.6538461;-0.5236482;-2.977766;-2.516881;-4.936923;1.276461;1.44548;1.521194;86.77895;38.41892;11.29238;0.04700899;-0.02850097;-0.07115591;"2017-05-03";"";2
"Recipharm";"Sverige";"Mid Cap";"Läkemedel";"RECI B";"SE0005757267";122.75;7759.887;0;0.008213553;-0.04660194;0.04468085;-0.04288499;-0.1294326;0.3023873;"";48.05058;48.32712;40.24963;1.495104;1.638161;1.688267;-3.630187;-4.119375;280.9711;0.007671118;-0.00356704;-0.03538245;"2017-04-27";"";3
"Recyctec";"Sverige";"Aktietorget";"Produktion";"RECY B";"SE0004869808";2.1;33.348;0.04999995;-0.0232559;-0.121339;-0.3478261;-0.6666667;-0.8037384;-0.7920792;"";-1.909612;-10.35441;-10.29773;14.72968;129.9147;141.1614;-1.523923;-11.3555;-9.913284;0.06184781;-0.2402487;-0.57412;"2017-04-28";"";2
"Redsense Medical";"Sverige";"Aktietorget";"Sjukvård";"REDS";"SE0006965158";13.3;124.887;0.03501944;0.0390625;-0.125;-0.2810811;-0.2130177;-0.2569832;"";"";-23.09429;-32.55716;-21.69263;21.74217;62.54071;30.10777;"";-18.7247;-9.362349;-0.07173604;-0.1110504;-0.05343127;"2017-05-10";"";1
"Redwood Pharma";"Sverige";"Aktietorget";"Läkemedel";"REDW";"SE0008294789";3.82;19.09236;-0.2723809;-0.2723809;-0.3525424;-0.4694444;-0.547929;"";"";"";-2.185355;-2.185355;"";"";"";"";-2.567213;-2.567213;"";-0.01105446;-0.1726391;-0.2478796;"2017-05-15";"";3
"Rejlerkoncernen";"Sverige";"Small Cap";"Tjänster & Leverans";"REJL B";"SE0000123671";85.75;1107.976;-0.02556818;0.02694611;0.195122;0.1993007;0.05538462;-0.005797101;-0.1294416;0.2518248;27.8391;56.80532;48.00309;0.4593217;0.5320432;0.5433568;-33.27254;-20.90651;-26.67015;0.1307557;0.06907284;-0.1032812;"2017-05-09";"";1
"RenoNorden";"Norge";"OB Match";"Tjänster & Leverans";"RENO";"NO0010723141";4.85;697.915;0;12.47222;4.987654;3.254386;-0.7259887;-0.8372483;"";"";-0.9596739;-2.59586;3.79854;0.3622104;0.384439;0.4388491;6.022791;1.699157;5.215147;2.028736;0.4546757;-0.8760594;"2017-05-09";"";""
"Rentunder";"Sverige";"NGM";"Tjänster & Leverans";"RENT MTF";"SE0004548451";5.35;"";-0.02727274;-0.262069;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.09836733;"";"";"";"";2
"Respiratorius";"Sverige";"Aktietorget";"Läkemedel";"RESP";"SE0004550192";1.49;208.1649;0.02054792;-0.0914634;-0.2116402;-0.3037384;-0.5429448;2.104167;2.386364;"";-41.27424;-33.97499;-38.79696;"";"";"";-56.20003;10.67657;25.93015;-0.08990401;-0.1938413;0.1900055;"2017-05-02";"";""
"Restamax";"Finland";"Small Cap";"Livsmedel";"RESTA";"FI4000064332";6.85;113.8401;-0.02282458;-0.05124652;-0.05906598;0.1192811;0.1229508;0.3838384;0.6117647;"";20.30231;16.29378;17.87511;0.8584855;0.661346;0.7430947;31.89961;-11.27127;2.328656;-0.01543623;0.07238853;0.1217849;"2017-05-09";"";""
"Rethinking Care";"Sverige";"First North";"Sjukvård";"RTC";"SE0008705255";2.74;"";0.1709402;0.07874018;-0.1217948;-0.2171429;"";"";"";"";"";"";"";"";"";"";"";"";"";-0.09490657;-0.1440157;-0.1331851;"";"";2
"Revenio";"Finland";"Mid Cap";"Läkemedel";"REG1V";"FI0009010912";37.3;296.3858;-0.004271219;-0.02915146;0.02754821;0.184127;0.4519268;0.6302448;1.537415;9.499648;49.40397;44.01764;38.49609;12.24735;10.27342;10.257;49.39763;56.53394;39.59552;0.005757689;0.110265;0.162382;"2017-04-20";"";1
"Rezidor Hotel";"Sverige";"Mid Cap";"Hotell, restaurang & nöje";"REZT";"SE0001857533";29.9;5107.697;-0.02605867;-0.03548388;-0.1282799;-0.1432665;-0.1648045;-0.08282205;-0.2617284;0.2922353;13.59956;20.80896;17.88004;0.5438339;0.5908022;0.5888017;-15.43703;-23.35561;9.176735;-0.02372664;-0.06050438;-0.05596763;"2017-04-28";"";1
"RhoVac";"Sverige";"Aktietorget";"Läkemedel";"RHOVAC";"SE0007784319";7.5;49.5225;0.02739723;-0.04458598;0.1904761;-0.1573033;-0.2307692;-0.3670886;"";"";-4.49317;-2.246585;-1.497723;"";"";"";-3.685533;-1.842766;-1.228511;0.05575669;-0.09323698;-0.2328075;"2017-05-10";"";1
"Rias";"Denmark";"Small Cap";"Byggprodukter";"RIAS B";"DK0010125848";444;0.444;0;0.03255814;0.00909091;0.08292682;0.1413882;0.08292682;-0.1700935;0.00909091;"";"";"";"";"";"";"";"";"";0.008774996;0.02131581;0.0661844;"2017-05-17";"";2
"Ripasso Energy";"Sverige";"NGM";"Energiproducenter";"RISE MTF";"SE0009143993";2.09;"";0.01951218;-0.07111115;-0.07111115;-0.281787;"";"";"";"";"";"";"";"";"";"";"";"";"";-0.01865667;-0.148772;-0.1645344;"";"";2
"RLS Global";"Sverige";"Aktietorget";"Bioteknik";"RLS";"SE0005190725";9.4;469.7556;0.005347512;0.05027931;0.0273224;-0.1173709;-0.03589747;-0.2905661;12.27496;7.230452;-34.15698;-30.34758;-22.07355;146.5239;172.864;91.27;-29.38544;-25.53291;-19.55946;0.03777778;-0.05787349;-0.08174628;"";"";""
"RNB Retail and Brands";"Sverige";"Small Cap";"kläder & Textil";"RNBS";"SE0005223674";12.7;430.6824;0;-0.04868918;-0.0729927;-0.2701149;0.1759259;0.07172991;-0.06273066;-0.8238885;7.788544;15.02746;13.46636;0.1941147;0.2238162;0.2276445;26.58533;38.7436;4.905739;-0.02911156;-0.1567225;0.1044998;"";"";2
"Robert Friman";"Sverige";"First North";"Konsument";"FRIM";"SE0008320345";6.8;46.9166;-0.01449274;-0.06206894;-0.15;-0.5142857;-0.4309623;-0.686636;-0.0285714;0.36;225.1656;-654.5458;-792.5815;0.1368964;0.2915591;0.2083494;141.742;53.8868;39.00946;-0.04054517;-0.1934914;-0.320589;"2017-05-08";"";1
"Robit";"Finland";"First North";"Produktion";"ROBIT";"FI4000150016";11;173.679;0.004566228;-0.04347826;0.1066399;0.2222222;0.76;0.9642857;"";"";37.6197;41.36345;26.33829;2.616239;2.411754;1.65012;-3.006335;-10.09492;-9.226222;0.03927445;0.1240721;0.2597291;"";"";1
"Roblon";"Denmark";"Small Cap";"Produktion";"RBLN B";"DK0060485019";286.5;0.2865;-0.01206897;-0.01715266;-0.02881356;0.2191489;0.2191489;0.27051;0.01058201;1.046429;"";"";"";"";"";"";"";"";"";-0.007956266;0.09573614;0.1236387;"";"";2
"Rockwool B";"Denmark";"Large Cap";"Byggprodukter";"ROCK B";"DK0010219153";1332;29269.37;-0.007451565;0.001503759;0.09180328;0.07506053;0.1278577;0.09001637;0.2276498;1.539562;23.7025;25.55245;25.16688;1.778889;1.331245;1.383286;16.62874;38.86602;-2.654874;0.03347814;0.04897594;0.03502917;"2017-05-18";"";2
"RootFruit";"Sverige";"Aktietorget";"Livsmedel";"ROOT";"SE0006260865";7.25;44.6165;-0.006849341;-0.02684561;-0.05228759;-0.06451613;-0.1520468;-0.1988951;"";"";-76.71957;-51.01542;-60.88174;1.288228;1.612125;1.706133;"";-16.05543;-16.85794;-0.006500125;-0.03522253;-0.1015707;"2017-05-08";"";1
"Rottneros";"Sverige";"Small Cap";"Skog";"RROS";"SE0000112252";8.2;1251.09;0.006134993;-0.0238095;0;0.06493507;0.1081081;0.2330827;2.319838;2.534483;10.69379;8.640385;7.869967;0.6859048;0.639551;0.6134995;-14.71871;288.0185;-7.235914;-0.004204214;0.03923309;0.07442033;"2017-05-16";"";3
"Royal UNIBREW";"Denmark";"Large Cap";"Livsmedel";"RBREW";"DK0060634707";298;15879.82;0.01016949;-0.00567238;-0.01650165;0.09197511;0.01950056;0.05598862;0.6951081;2.725;19.96169;20.71862;20.0034;2.502972;2.612257;2.446095;16.43985;14.78712;15.16919;-0.01010066;0.03719878;0.009963751;"2017-04-27";"";1
"RTX";"Denmark";"Small Cap";"Kommunikation";"RTX";"DK0010267129";169.5;0.1695;0.03353658;0;-0.1352041;0.1569966;0.41841;0.9709303;1.947826;12.45238;"";"";"";"";"";"";"";"";"";-0.09387755;0.04170883;0.3074731;"2017-05-02";"";2
"S.D. Standard Drilling";"Norge";"Oslo Axess";"Olja & Gas";"SDSD";"CY0101550917";1.61;421.82;0.03870972;0.05921055;1.683333;1.037975;0.3089431;0.4636364;0.15;-0.7962025;-180.8989;-50.02667;-63.86427;"";"";"";-6.572688;-7.821883;-5.848066;0.3674777;0.3777721;-0.165938;"";"";1
"Saab";"Sverige";"Large Cap";"Produktion";"SAAB B";"SE0000112385";426.8;45427.74;0.01715916;0.000938072;0.08297382;0.2039492;0.2917675;0.5297491;1.270213;3.159844;35.65759;24.11015;26.77292;1.551971;1.101316;1.168903;42.69524;41.05873;23.26647;-0.008095324;0.1094151;0.1507163;"2017-04-26";"";2
"Safe at Sea";"Sverige";"Aktietorget";"Tjänster & Leverans";"SAFE";"SE0005308632";6;19.218;-0.04;-0.0551181;0.01694914;-0.3023256;-0.5256917;-0.06250001;-0.6703297;-0.3924051;-3.902185;-9.371042;-11.97892;2.49844;2.873608;3.055538;"";-6.799138;-31.31535;0.03715944;-0.1458082;-0.2779744;"2017-04-28";"";1
"Saga Furs";"Finland";"Small Cap";"kläder & Textil";"SAGCV";"FI0009800551";17.02;61.272;-0.001759459;-0.01447597;-0.06329112;0.0005879029;0.2271089;0.184412;-0.3627854;0.1346667;-25.1329;4.505736;19.70101;1.384709;1.520311;1.635576;4.828369;80.848;16.47182;-0.01796609;-0.01481253;0.1293285;"";"";2
"Saga Tankers";"Norge";"Oslo Axess";"Tjänster & Leverans";"SAGA";"NO0010572589";3.15;881.2661;0;0;-0.006309142;-0.01562498;0.2701613;0.2549801;0.4516129;0.4858492;7.976703;22.1878;25.00977;6.497191;6.732287;19.19664;12.02355;7.004886;6.465332;0.006068349;-0.005445361;0.09188593;"";"";2
"SalMar";"Norge";"OBX";"Livsmedel";"SALM";"NO0010310956";228.8;25922.81;0.0232558;0.04047298;0.2248394;0.04379565;-0.1283809;0.03063064;1.542222;7.142349;10.41245;10.73158;10.70124;2.74124;2.650445;2.446039;19.42366;15.65668;17.1194;0.05672479;0.02346838;-0.137241;"2017-05-10";"";5
"SaltX Technology";"Sverige";"First North";"Byggprodukter";"SALT B";"SE0005308541";15.7;702.3709;-0.04268292;0;-0.04268292;-0.1822917;0.2030651;1.378788;"";"";-38.21811;-25.18611;-16.79074;46.29389;46.29389;46.29389;-47.78358;-47.78358;-47.78358;-0.03859013;-0.05220938;0.2183149;"";"";1
"Samtrygg";"Sverige";"NGM";"Programvara & Internet";"SAMT MTF B";"SE0009267834";3.3;"";0.03124997;0.09999998;-0.131579;"";"";"";"";"";"";"";"";"";"";"";"";"";"";-0.03973508;-0.07352972;"";"";"";2
"Sandvik";"Sverige";"Large Cap";"Produktion";"SAND";"SE0000667891";135;169342.1;0.01123596;-0.006622472;0.0235027;0.1138614;0.2476895;0.6544118;0.4210526;0.4950165;26.56382;26.97161;31.98592;2.025139;1.395992;1.564756;45.81767;21.88611;23.96034;-0.02476728;0.06528544;0.1802956;"2017-04-24";"";2
"Saniona";"Sverige";"First North";"Läkemedel";"SANION";"SE0005794617";41.3;860.7333;-0.002415514;-0.078125;-0.09628012;0.0172414;0.1971014;0.3111111;6.562856;"";-561.1413;-61.74565;-101.1425;12.92257;13.54485;15.48586;-146.2092;0.3043742;-24.48088;-0.04648018;0.04226291;0.1229987;"";"";1
"Sanistål";"Denmark";"Small Cap";"Handel & Distribution";"SANI";"DK0010245661";90.5;0.0905;0;-0.02688172;0.01685393;-0.09045226;0.0969697;0.3115942;0.4958678;0.6759259;"";"";"";"";"";"";"";"";"";"";-0.007482827;0.00197506;"";"";2
"Sanoma";"Finland";"Mid Cap";"Media";"SAA1V";"FI0009007694";8.195;1329.631;0.03276619;0.01423264;0.006138641;0.02118381;0.04661555;0.6403123;0.6116027;0.1624113;-7.602746;0.489109;-1.110798;0.8038393;0.6095393;0.6159225;10.43666;8.281208;12.08048;0.003178596;-0.002931893;-0.01682597;"2017-04-26";"";1
"SAS";"Sverige";"Mid Cap";"Tjänster & Leverans";"SAS";"SE0003366871";15.9;5231.1;0.01273884;-0.01242241;0.07432428;0.01923072;0.03921565;-0.2869955;0.308642;1.465116;5.174265;5.473784;5.704363;0.1303181;0.1676407;0.1557385;3.71527;3.976319;4.549198;0.04136574;0.02573717;-0.03700203;"";"";3
"SAS ddk";"Denmark";"Mid Cap";"Tjänster & Leverans";"SAS";"SE0003366871";12;"";0.008403393;-0.01639343;0.06194688;-0.03225803;0.03448272;-0.3220339;0.1881188;1.192582;"";"";"";"";"";"";"";"";"";0.03436422;0.01054192;-0.03993279;"";"";2
"SAS Nok";"Norge";"OB Match";"Tjänster & Leverans";"SAS";"SE0003366871";15.1;4967.9;0;-0.01948047;0.08243731;0.02721092;0.07473311;-0.3167421;0.3727273;1.859848;4.804786;5.659615;5.681706;0.1194394;0.1722776;0.1553432;3.477947;4.095589;4.58585;0.03913867;0.03452885;-0.02663392;"";"";3
"Savo-Solar";"Sverige";"First North";"Energiproducenter";"SAVOS";"FI4000123096";1.49;28.7868;0;-0.01973682;-0.1024096;-0.3521739;-0.4931973;-0.6934157;"";"";-0.5540475;-4.497167;-2.344049;0.5611145;6.458494;4.445092;-0.460931;-3.584002;-2.126908;-0.03049761;-0.1786575;-0.4070898;"";"";2
"Savo-Solar Oyj";"Finland";"First North";"Energiproducenter";"SAVOS";"FI4000123096";0.161;3.11052;0.006250013;-0.006172852;-0.1297297;-0.3235294;-0.4615385;-0.6903846;"";"";-0.5683022;-2.579476;-1.472436;0.5753829;3.721135;2.721661;-0.4726516;-2.117443;-1.329942;-0.03394413;-0.1781406;-0.3982667;"";"";2
"SCA B";"Sverige";"Large Cap";"Skog";"SCA B";"SE0000112724";300.2;210830.5;0.0006667074;0.001668335;0.02702711;0.09722224;0.2203253;0.1763324;0.5951117;1.99004;38.53609;31.74889;30.51409;1.783057;1.567057;1.526229;27.93567;41.64294;37.61635;0.0149858;0.03760254;0.09225739;"2017-04-27";"";3
"ScandBook";"Sverige";"First North";"Produktion";"SBOK";"SE0003175660";13;59.761;0;0;-0.0909091;0.04;0;-0.07473311;0.031746;-0.07473311;22.57728;11.16989;22.03838;0.2015004;0.2187559;0.2122687;-6.795656;-6.026738;-4.79904;0.01821029;-0.01766872;0.01237583;"2017-05-11";"";2
"Scandi Standard";"Sverige";"Mid Cap";"Konsumentprodukter";"SCST";"SE0005999760";55.5;3296.533;0;0.00909091;0.0521327;0.00909091;-0.02631579;-0.05932203;"";"";27.72643;23.77736;24.05682;0.5313562;0.5567824;0.5498087;-98.69861;-17.51473;-83.12858;0.03531599;0.006682754;-0.07920575;"2017-05-11";"";1
"Scandic Hotels";"Sverige";"Mid Cap";"Hotell, restaurang & nöje";"SHOT";"SE0007640156";108.75;11199.62;0.02352941;0.05072464;0.08478802;0.3897763;0.3765823;0.7469879;"";"";11.87668;13.27256;21.42591;0.8237436;0.5972989;0.5917919;11.59381;10.29731;10.76365;0.0257026;0.1298465;0.1910855;"2017-05-10";"";1
"ScandiDos";"Sverige";"First North";"Sjukvård";"SDOS";"SE0005768124";5.75;144.5493;0.04545455;-0.02542374;0.05504591;0.3038549;0.2419006;0.05504591;-0.6034483;"";-9.588127;-8.420639;-7.670862;2.93871;2.739753;2.702354;-24.45014;-10.82199;-11.33033;-0.01581722;0.1396281;0.1008515;"";"";1
"Scandinavian Airport & Road";"Sverige";"NGM";"Tjänster & Leverans";"SARS MTF";"SE0009320294";3.9;"";-0.01015227;0.04000003;-0.08878507;"";"";"";"";"";"";"";"";"";"";"";"";"";"";-0.01499367;-0.1220794;-0.02382368;"";"";2
"Scandinavian Brake";"Denmark";"Small Cap";"Återförsäljare";"SBS";"DK0060042612";31.8;"";0;-0.01242241;0.01923072;0.1777778;0.237354;0.4196428;-0.2772727;0.2;"";"";"";"";"";"";"";"";"";0.01001751;0.07857215;0.1330067;"";"";2
"Scandinavian Enviro";"Sverige";"First North";"Produktion";"SES";"SE0005877560";0.73;84.9501;-0.04575159;-0.006802714;-0.006802714;-0.03311255;-0.006802714;-0.5921788;"";"";-2.309396;-2.784339;-3.341422;287.9664;347.4108;342.3524;-2.583169;-3.009106;-3.512615;0.01042712;-0.001103938;-0.109614;"2017-05-04";"";2
"Scandinavian Tobacco";"Denmark";"Large Cap";"Konsumentprodukter";"STG";"DK0060696300";103.7;10370;-0.007655532;-0.1394191;-0.1763304;-0.1866667;-0.08714791;0.004844962;"";"";15.42466;11.59596;5.141554;1.546538;1.144016;0.5155126;9.282134;8.055229;3.094045;-0.02809834;-0.01987052;0.02887166;"2017-05-18";"";3
"Scanfil";"Finland";"Mid Cap";"Elektronisk utrustning";"SCL1V";"FI4000029905";3.89;242.8255;-0.007653054;0.005168015;0.1051137;0.09577469;0.1969231;0.2194358;1.386503;5.082877;31.96385;687.6859;711.7585;0.4848751;0.3992543;0.4612126;11.24192;16.79857;7.464448;0.02034998;0.05854797;0.03115785;"2017-04-27";"";1
"Scanship";"Norge";"Oslo Axess";"Tjänster & Leverans";"SSHIP";"NO0010708068";1.53;146.1242;-0.02547776;-0.04968947;-0.01290321;0.3421053;0.7790697;0.9367087;-0.4631579;"";"";-1.104624;1.690597;851.5395;107.375;284.5789;-10744.42;-1346.075;-3579.92;-0.01145041;0.1740105;0.3211375;"";"";1
"Scatec Solar";"Norge";"OB Match";"Energiproducenter";"SSO";"NO0010715139";39.8;3762.931;-0.005000019;0.0205128;0.02842373;0.08152174;0.304918;0.09944747;"";"";70.61746;113.0903;349.9629;3.320158;3.584094;3.524923;4.899656;4.488001;8.157144;-0.005435467;0.01814675;0.10489;"2017-05-05";"";1
"Schibsted A";"Norge";"OBX";"Media";"SCHA";"NO0003028904";208.1;47046.41;0.009214399;-0.1354383;0.0161133;-0.04759723;0.1080937;-0.1971451;0.281404;1.246087;106.6851;-209.246;89.5427;2.94574;3.537434;3.441539;-180.9478;363.8959;-31.4153;-0.01655763;-0.0007506609;0.002623558;"2017-05-12";"";1
"Scibase";"Sverige";"First North";"Sjukvård";"SCIB";"SE0007045414";18.9;156.5865;0;-0.0257732;-0.05025126;-0.0257732;-0.04060919;-0.1710526;"";"";-2.949024;-4.030708;-4.781378;21.97705;34.58305;43.21785;-3.158068;-4.140934;-4.5887;-0.02909648;0.01653075;-0.09158861;"2017-05-10";"";1
"SeaBird Exploration";"Norge";"OB Match";"Olja & Gas";"SBX";"CY0101162119";7.3;22.3745;0.01388894;0.02528094;-0.2209178;-0.5165563;0.123077;-0.3393665;-0.9960753;-0.998413;-0.1514271;-2.396258;0.5011461;"";0.08519693;0.3461889;0.6781241;1.203263;-1.951341;-0.1129209;-0.1822532;-0.1727517;"2017-05-05";"";2
"Seadrill";"Norge";"OBX";"Olja & Gas";"SDRL";"BMG7945E1057";4.4;2219.554;-0.07368419;-0.1252485;-0.3098039;-0.7263682;-0.7765363;-0.8340874;-0.9790775;-0.9795729;-1.906082;-5.221122;-1.562163;0.08239948;1.098563;1.102033;0.172701;4.584247;3.225024;-0.07562095;-0.4706176;-0.5531414;"";"";3
"Sealwacs";"Sverige";"Aktietorget";"Produktion";"SEAL";"SE0006261038";7.5;23.0325;0;0;0.07913672;0.04166669;-0.3534483;0.4150943;"";"";-9.158628;-14.58375;-21.21007;"";"";"";-9.661283;-15.34431;-17.61495;0.07257783;-0.008959293;-0.1919382;"";"";1
"Seamless Distribution";"Sverige";"Small Cap";"Kommunikation";"SEAM";"SE0000857369";7.25;426.0463;0.013986;0.1693549;0.0431655;0.2184874;0.1328125;-0.1618497;-0.7782874;-0.4821429;-4.920592;-4.900135;-4.761384;1.527573;1.636865;1.652756;-5.612814;-4.654974;-4.526038;0.0359602;0.01127446;-0.02568907;"2017-04-25";"";""
"SeaTwirl";"Sverige";"First North";"Energiproducenter";"STW";"SE0009242175";21.9;"";0.07352941;0.2032966;0.5103448;-0.03947367;"";"";"";"";"";"";"";"";"";"";"";"";"";0.1660107;-0.06525886;-0.215788;"2017-04-05";"";2
"SECITS Holding";"Sverige";"First North";"IT-Tjänster";"SECI";"SE0009664436";13.5;"";0.08;-0.04929576;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.03246188;"";"";"";"";2
"Sectra";"Sverige";"Mid Cap";"Sjukvård";"SECT B";"SE0008613970";168;6339.144;0.01204819;-0.08695652;0.02752294;0.09446254;0.3048544;0.4867257;1.06135;3.568532;46.18811;42.39626;39.33217;5.668534;5.023994;4.802021;39.22179;52.33269;102.8168;0.006391525;0.05928659;0.1091051;"";"";2
"Securitas";"Sverige";"Large Cap";"Tjänster & Leverans";"SECU B";"SE0000163594";138.2;50451.15;-0.0007231099;-0.006470231;-0.02401136;0.04459557;0.02750927;0.1003185;0.8232189;1.731225;18.77615;17.88917;17.93432;0.5603281;0.5430846;0.5375866;41.53726;-9.094955;12.14221;-0.01619858;0.01826429;-0.001612782;"2017-05-03";"";3
"Semafo";"Sverige";"Mid Cap";"Gruv & Metall";"SMF";"CA8169221089";18.74;5908.535;0.006444625;-0.06487031;-0.2949586;-0.4265606;-0.3653912;-0.4710697;-0.1596412;-0.4471977;38.35448;32.75545;34.68798;2.188758;3.334098;2.90771;38.44885;21.37911;16.8185;-0.01800972;-0.2507271;-0.2236365;"";"";3
"Semcon";"Sverige";"Small Cap";"Tjänster & Leverans";"SEMC";"SE0000379497";65.5;1186.401;0.01158301;0.007692308;0.1101695;0.1054852;0.4819005;0.6794872;-0.05755396;0.5022936;-34.38862;-3.648644;66.68345;0.7582294;0.4471809;0.5163323;4.778097;-956.3107;-1401.561;0.007568479;0.08256304;0.1687471;"2017-04-26";"";1
"SensoDetect";"Sverige";"Aktietorget";"Sjukvård";"SDET";"SE0003037456";1.59;28.4928;-0.03048778;-0.04790415;-0.0363636;-0.280543;-0.1804124;0.272;-0.8527778;-0.9270495;-3.48455;-4.714367;-5.454718;268.8;233.0061;211.9473;-3.54962;-4.694315;-5.172903;-0.02822232;-0.09286631;-0.08118588;"";"";1
"Sensori";"Sverige";"NGM";"Sjukvård";"SORI MTF";"SE0007730510";10.2;104.499;0.01999998;0.05699484;-0.02857145;-0.07272729;-0.1774193;-0.1428571;-0.5255814;-0.3984075;-11.64915;-27.33068;-26.75027;103.4644;35.95442;36.83873;-1.153474;1.343462;3.478667;-0.007798791;-0.05440765;-0.1128102;"";"";1
"Sensys Gatso";"Sverige";"Mid Cap";"Elektronisk utrustning";"SENS";"SE0000567729";0.885;581.5822;0.05988026;-0.1728972;-0.2027027;-0.3492647;-0.5216216;-0.6066667;-0.2435897;2.6875;-32.41758;-465.7016;-18.75921;1.694542;3.707864;3.477913;9.647212;-44.96989;44.15842;-0.08135343;-0.09057182;-0.300378;"2017-05-18";"";""
"Senzime";"Sverige";"Aktietorget";"Sjukvård";"SEZI";"SE0002478776";6.3;175.1337;0.02439026;0.08620689;-0.01562498;0.00800003;0.2;0.1052632;0.02231242;0.6157575;-18.61152;-12.80157;-13.35565;107.576;350.4241;255.5732;-10.09242;-8.45272;-9.112348;-0.06247574;0.006977797;0.07778251;"";"";2
