"Bolagsnamn";"Info";"Info";"Info";"Info";"Info";"Aktiekurs";"Börsvärde";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"P/E";"P/E";"P/E";"P/S";"P/S";"P/S";"P/FCF";"P/FCF";"P/FCF";"Medelvärde";"Medelvärde";"Medelvärde";"Info";"N. Rapport";"Graham"
"";"Land";"Lista";"Bransch";"Ticker";"ISIN";"Senaste";"Senaste";"Utveck.  1d";"Utveck.  1v";"Utveck.  1m";"Utveck.  3m";"Utveck.  6m";"Utveck.  1 år";"Utveck.  3 år";"Utveck.  5 år";"Senaste";"Snitt 1 år";"Snitt 3 år";"Senaste";"Snitt 1 år";"Snitt 3 år";"Senaste";"Snitt 1 år";"Snitt 3 år";"MA(5)/MA(20)";"MA(20)/MA(70)";"MA(50)/MA(200)";"N. Rapport";"Antal dagar";"Poäng"
"AQ Group";"Sverige";"Mid Cap";"Produktion";"AQ";"SE0000772956";238;4353.972;0.01492537;-0.0041841;0.1044084;0.0415755;0.2526316;0.4646154;1.333333;4.613207;17.43922;13.52967;13.81786;1.231196;0.9482795;0.9234179;149.9147;8.294512;52.43885;0.04722345;0.03071082;0.06306612;"2017-04-27";"";4
"Aqeri";"Sverige";"First North";"Elektronisk utrustning";"AQER";"SE0001822495";1.43;20.74787;0;-0.0466667;-0.2011173;-0.2590674;-0.1686047;-0.285;-0.6256545;-0.5914286;-3.241895;3.37272;1.358107;0.5445635;0.7728669;0.7591829;-29.63981;-6.96434;-2.06665;-0.08220536;-0.2154011;-0.03969222;"2017-03-31";"";""
"Aqua Bio Technology";"Norge";"Oslo Axess";"Konsument";"ABT";"NO0010307135";10.1;70.1243;-0.004926033;0.0466322;0.1222223;0.1896349;-0.0648148;-0.36875;-0.4569893;0.03909466;48.0038;19.65016;66.79604;1.419118;2.813586;3.367802;3.202023;6.319141;11.32492;0.0587306;0.04740703;-0.1017663;"";"";3
"Aqualis";"Norge";"OB Match";"Olja & Gas";"AQUA";"NO0010715394";3.7;160.9722;-0.02631577;0;0.07246377;0.05714287;0.2542373;0.4624506;"";"";-12.62799;-6.96574;-14.26923;0.6608893;0.7211811;0.6994069;-5.549216;-3.932131;-4.64325;0.004520178;0.0812353;0.06877506;"2017-04-27";"";2
"Arbona B";"Sverige";"NGM";"IT-Tjänster";"ARBO MTF B";"SE0003172089";2.13;79.15932;0;-0.004672892;-0.009302316;-0.04484301;-0.05333328;0.03902447;-0.1125;"";17.70574;-33.4444;-60.24127;2.960112;2.960112;2.960112;-2.08177;-17.76118;17.91869;0.0007027388;-0.005093932;-0.05430126;"";"";2
"Arc Aroma Pure";"Sverige";"First North";"Läkemedel";"AAP B";"SE0004977452";54.5;481.0715;0.01395349;0.03809524;0.2528735;0.2192394;0.2557603;1.033582;2.385892;"";78.3046;8.209108;-62.03148;45.91691;47.13212;40.97783;-4183.23;-2117.507;-1424.768;0.1251965;0.0689373;-0.03784627;"";"";1
"Arcam";"Sverige";"Mid Cap";"Produktion";"ARCM";"SE0005676160";306;6315.228;-0.001631321;-0.01290323;-0.02857143;-0.03317536;0.0166113;0.6630434;1.309434;29.22222;-300.7371;-25.01493;-215.9458;9.278913;7.459278;7.404489;-30.70116;-52.74003;-31.64198;-0.01666534;-0.02523875;0.07295549;"2017-04-21";"";2
"Archelon";"Sverige";"Aktietorget";"Gruv & Metall";"ALON B";"SE0005594801";0.19;14.44494;0;0.07954545;-0.05000002;-0.1517858;-0.1914894;0.0857143;0.7272727;"";-26.0274;-38.46655;-14.45022;25.342;35.32488;63.03401;-12.9551;4.298417;-0.303215;0.004268885;-0.115561;-0.08213366;"2017-05-18";"";1
"Archer";"Norge";"OB Match";"Olja & Gas";"ARCHER";"BMG0451H1170";12.25;712.509;-0.03921569;-0.06488553;-0.04296876;-0.05769231;1.227273;1.058824;-0.8620496;-0.875;-0.5082629;-1.635536;-2.56789;0.09540687;0.1495101;0.1673457;9.692022;-3.905788;0.1797479;-0.00780642;-0.04321384;0.3738753;"2017-05-05";"";1
"Arcoma";"Sverige";"First North";"Sjukvård";"ARCOMA";"SE0006219176";6.45;66.72525;0.02380946;0.07499997;0.1727272;0.6246851;0.5393794;0.3437499;"";"";-5.729768;1.385506;25.62823;0.65365;0.7200168;0.7125323;-7.346169;-35.06149;-12.53058;0.01587296;0.2327265;0.1949444;"2017-05-18";"";1
"Arctic Gold";"Sverige";"First North";"Gruv & Metall";"ARCT";"SE0000697948";0.468;10.08914;0.1142857;0.04000001;0.0021413;-0.09126212;-0.1567568;-0.06400001;-0.05454547;-0.8132929;-2.719349;-3.533095;-2.271946;"";102.0013;150.8516;-8.14955;-7.033647;-7.074493;-0.01283878;-0.06830931;-0.09466428;"2017-04-27";"";1
"Arctic Paper";"Sverige";"Small Cap";"Skog";"ARP";"PLARTPR00012";10.3;713.6561;-0.0190476;-0.0678733;-0.0190476;-0.1308017;-0.1522633;-0.1004367;0.9252337;"";8.048133;7.854568;2.892528;0.1083484;0.09539589;0.09385127;31.26807;23.22743;11.99409;-0.03423268;-0.03188688;-0.03455126;"2017-05-16";"";2
"Arcus";"Norge";"OB Match";"Konsumentprodukter";"ARCUS";"NO0010776875";46.1;3135.86;0.01766003;-0.01914897;-0.0610998;0.01991145;"";"";"";"";-123.427;-52.58307;-70.11076;1.232981;0.5993134;0.7990845;-109.6493;-40.59924;-54.13232;-0.03352606;0.007914424;0.04117918;"2017-05-05";"";""
"Arendals Fossekompani";"Norge";"OB Standard";"Energiproducenter";"AFK";"NO0003572802";2800;6269.2;0;-0.0328152;0.07692307;-0.03780068;0.003584229;0.1570248;0.7073171;0.6045845;16.15774;13.80133;17.896;0.9605025;0.7972569;0.8421246;14.96229;83.354;14.64946;0.02133739;-0.007586777;-0.002757549;"2017-05-16";"";2
"Arise Windpower";"Sverige";"Small Cap";"Energiproducenter";"ARISE";"SE0002095604";15.2;507.2848;-0.03184713;-0.03797471;-0.06172845;-0.1783784;-0.254902;0.006622478;-0.3719009;-0.5096774;-8.746691;-9.115172;-8.991809;1.008518;1.057553;1.062005;1.878833;2.243491;1.900054;-0.006052852;-0.07645428;-0.1178953;"2017-05-04";"";1
"Arkil Holding";"Denmark";"Small Cap";"Byggnation";"ARKIL B";"DK0010025113";1001;1.001;-0.008910891;-0.02341463;-0.05566038;0.006030151;0.1639535;-0.08080807;0.1639535;1.5025;"";"";"";"";"";"";"";"";"";-0.01880544;0.007460475;0.09734429;"";"";2
"AroCell";"Sverige";"First North";"Sjukvård";"AROC";"SE0003883990";6;172.044;-0.01639343;-0.03225803;0.1428571;-0.04761907;-0.1176471;-0.3063584;-0.08110759;1.118121;-16.20308;-31.80014;-26.8612;1496.035;4422.424;2971.467;-9.970098;-17.52521;-15.35027;0.09900093;-0.0527286;-0.1326452;"2017-05-11";"";1
"Asetek";"Norge";"OB Match";"Elektronisk utrustning";"ASETEK";"DK0060477263";101;2519.95;0.02020202;0.03589744;0.3835616;0.5478927;0.8447489;3.975369;1.966487;"";31.68826;22.6399;6.46932;5.683498;2.696779;3.049788;144.9438;49.22192;52.49116;0.1634686;0.09563708;0.3982817;"2017-04-26";"";1
"Asiakastieto";"Finland";"Mid Cap";"IT-Tjänster";"ATG1V";"FI4000123195";20.41;308.2318;0.01039599;-0.008260451;0.1421376;0.07989419;0.04989709;0.3167742;"";"";19.65903;16.83301;18.8542;5.900416;5.244116;5.431146;23.91062;16.18764;19.13027;0.05195618;0.02423382;-0.0123269;"2017-05-05";"";""
"Aspo";"Finland";"Mid Cap";"Tjänster & Leverans";"ASPO";"FI0009008072";8.92;276.297;0.00790957;-0.01436465;0.04205603;-0.02513656;0.254571;0.3313434;0.5247864;0.4878074;17.37775;12.71207;12.96059;0.6024793;0.4863529;0.4963593;27.35614;1.756534;22.56087;0.01676106;0.005923867;0.09731758;"2017-05-09";"";2
"Aspocomp";"Finland";"Small Cap";"Elektronisk utrustning";"ACG1V";"FI0009008080";2.81;18.00367;0;-0.003546096;-0.06333335;0.1516393;1.007143;1.230159;0.9379309;0.2657657;10.72929;-4.510598;3.775773;0.7756859;0.5012694;0.528774;18.91142;-7.034866;-8.278642;-0.03950745;0.04962301;0.5082412;"2017-04-27";"";1
"Assa Abloy";"Sverige";"Large Cap";"Byggprodukter";"ASSA B";"SE0007100581";189.4;210381;0.0005282136;-0.0282196;0.01229283;0.08663218;0.1082504;0.1457955;0.7052815;2.1743;30.34965;26.50905;27.34215;2.860614;2.712195;2.714178;34.76222;41.18138;39.90898;-0.01117897;0.05725837;0.06011045;"2017-04-26";"";4
"AstraZeneca";"Sverige";"Large Cap";"Läkemedel";"AZN";"GB0009895292";591.5;748247.5;-0.004208754;-0.002529511;0.1035448;0.1507782;0.1794616;0.2582429;0.2410827;0.9942684;23.90904;27.65616;24.91889;3.612988;3.30539;3.410199;50.3534;108.0576;127.3623;0.07242739;0.02920556;0.03437519;"2017-04-27";"";3
"Atea";"Norge";"OB Match";"IT-Tjänster";"ATEA";"NO0004822503";101.5;10735.55;0.03045685;-0.009756098;-0.01456311;0.121547;0.2929936;0.3670034;0.522979;0.9846973;20.56654;18.22389;18.86355;0.342967;0.282893;0.2959805;8.520281;10.98147;8.108453;-0.02077866;0.05843055;0.1845459;"2017-04-27";"";2
"Atlantic Lumpus";"Norge";"Merkur Market";"Livsmedel";"ATLU-ME";"NO0010755051";23;82.8;0;0.4375;0.2777778;-0.017094;-0.2459016;-0.2459016;"";"";-525.1141;-525.1141;"";"";"";"";-6.965007;-6.965007;"";0.1207154;-0.2342181;-0.2142612;"";"";2
"Atlantic Petroleum";"Norge";"OB Match";"Olja & Gas";"ATLA DKK";"FO000A0DN9X4";13.75;50.83375;0.03383457;0.1;0.05769231;0.02611943;0.01851852;0.01851852;-0.865196;"";3.335678;"";0.5432894;4.042284;1.359873;1.843133;4.024173;0.3918695;-0.7077863;0.04629815;-0.03248197;-0.07140189;"";"";1
"Atlantic Petroleum ddk";"Denmark";"Small Cap";"Olja & Gas";"ATLA DKK";"FO000A0DN9X4";10.5;"";-0.01869157;0.05;0;-0.09482761;-0.08695652;0.08247425;-0.890625;-0.9329073;"";"";"";"";"";"";"";"";"";0.02524269;-0.0564062;-0.06958437;"";"";2
"Atlas Copco A";"Sverige";"Large Cap";"Produktion";"ATCO A";"SE0006886750";316.7;384568.8;0.005716159;-0.03797084;0.006355259;0.08943928;0.1278491;0.529213;0.6051698;1.252489;29.51208;25.37041;26.15343;3.619607;2.891012;3.101509;33.36823;25.93764;26.48736;-0.0220626;0.05513585;0.1221175;"2017-04-26";"";4
"Atria";"Finland";"Mid Cap";"Livsmedel";"ATRAV";"FI0009006548";11.04;312.0787;0.00363636;-0.03412076;-0.004508583;-0.01252239;0.03661975;0.2912281;0.5771429;0.9963833;16.96113;16.43305;16.63309;0.227828;0.1975426;0.2052383;-19.38377;-24.88126;-42.65234;0.003226995;0.01613498;0.01777613;"2017-04-27";"";2
"Attendo";"Sverige";"Large Cap";"Sjukvård";"ATT";"SE0007666110";96.6;15436.68;-0.003096007;-0.02424244;0.08356699;0.1219512;0.2075;0.2227848;"";"";21.99003;23.2782;26.54545;1.481447;1.27474;1.269321;81.67555;99.81486;59.2499;0.03288698;0.06306505;0.09070182;"2017-05-05";"";1
"Auriant Mining";"Sverige";"First North";"Gruv & Metall";"AUR";"SE0001337213";3.46;61.59492;-0.08222809;-0.05978261;-0.05722072;-0.6090395;-0.6451282;-0.02535209;-0.4419354;-0.7338461;2.418566;-0.2985138;0.4419951;0.1657515;0.2348766;0.2322333;0.4763353;-2.282237;"";-0.006889045;-0.3825688;-0.3771366;"2017-05-19";0;1
"Austevoll Seafood";"Norge";"OB Match";"Livsmedel";"AUSS";"NO0010073489";75.25;15254.45;0.01346801;0.03082192;0.1666667;0.01006711;-0.04140127;0.08273381;0.9596353;2.566351;10.28413;9.84059;10.71896;0.7414347;0.7226419;0.7015635;40.25974;22.67412;34.63559;0.04859149;0.01506257;-0.053514;"2017-05-11";"";4
"Autoliv";"Sverige";"Large Cap";"Produktion";"ALIV SDB";"SE0000382335";918.5;80919.85;0.01212121;0.009895547;0.03492958;-0.01869658;0.00934066;-0.07873621;0.3627596;1.284826;15.35802;16.03586;17.60985;0.8570455;0.922368;0.9395599;32.44897;155.9384;52.36055;0.003167987;-0.007262707;-0.02919066;"2017-04-28";"";4
"Avance Gas";"Norge";"OB Match";"Olja & Gas";"AVANCE";"BMG067231032";24.3;1567.35;-0.02016129;0.03846152;-0.05078129;-0.08646621;0.35;-0.4507234;-0.8040323;"";-1.808628;-33.46532;-1.16894;1.588204;1.570352;1.745592;5.125603;2.337692;2.228711;0.009414673;-0.1066709;0.1241513;"2017-05-16";"";3
"Avega Group";"Sverige";"Small Cap";"IT-Tjänster";"AVEG B";"SE0002180539";25.3;286.5225;-0.003937023;-0.003937023;0.06302521;0.05857739;0.1294643;0.2908163;0.1396396;0;10.61197;11.08805;11.04849;0.6513355;0.5783329;0.5833219;8.116785;8.032471;8.550308;-0.005870819;0.04456258;0.07788897;"2017-05-02";"";5
"Avensia";"Sverige";"First North";"IT-Tjänster";"AVEN";"SE0000671745";9.55;339.4452;0.03243245;-0.005208353;-0.0255102;-0.05911325;0.04945053;0.6324787;1.817109;"";29.37558;21.9628;19.38993;2.579939;2.015358;2.164654;17.6638;67.9612;15.07134;0.01967049;-0.06484383;0.1007189;"2017-05-18";"";""
"Awilco Drilling";"Norge";"Oslo Axess";"Olja & Gas";"AWDR";"GB00B5LJSC86";35.4;1063.133;0.01724145;0.08256882;0.10625;-0.04838707;0.0694865;0.5063831;-0.7307985;-0.292;2.281236;4.447949;3.401458;0.9856246;1.00901;1.044952;7.896401;3.07297;2.016287;0.07094395;-0.02525556;-0.01291543;"2017-05-11";"";3
"Awilco LNG";"Norge";"Oslo Axess";"Tjänster & Leverans";"ALNG";"NO0010607971";3.91;265.0511;-0.3579639;-0.3693548;-0.3984615;-0.4561892;-0.3890625;-0.05783132;-0.6795082;-0.85625;-1.078264;-1.244542;-1.616249;1.085237;1.082458;1.398372;0.699232;0.8345641;1.324748;-0.09243435;-0.07635295;0.007761717;"2017-05-05";"";1
"Avocent Mining";"Norge";"OB Match";"Gruv & Metall";"AVM";"GB00BZBVR613";5.25;106.5188;0;0;-0.07407409;-0.2391304;-0.117647;-0.3597561;-0.3965517;-0.9619566;-0.7938428;-0.472223;-0.4501959;0.1350307;0.3141197;0.192753;2.85181;-3.401798;-7.570711;-0.01102;-0.1062272;-0.2225696;"2017-04-27";"";1
"Avtech";"Sverige";"First North";"Tjänster & Leverans";"AVT B";"SE0004270445";4.74;267.7152;-0.01250009;0.1560975;0.5643564;0.3352112;0.03043475;-0.07961171;1.312195;0.1703703;-31.51596;-29.64737;-31.78221;23.27958;27.48472;27.4304;-18.33666;-32.10901;-31.33817;0.3108146;0.04094386;-0.2270975;"2017-04-14";"";1
"Axfood";"Sverige";"Large Cap";"Livsmedel";"AXFO";"SE0006993770";143.7;30158.46;0.01054852;0.001393707;0.03381293;0.05661762;0.06129988;-0.02377718;0.5747945;1.563782;20.57207;21.00484;21.06068;0.6917237;0.7203094;0.7061786;42.12076;24.20984;25.8013;0.01064813;0.02547491;-0.02700841;"2017-04-20";"";4
"aXichem";"Sverige";"First North";"Bioteknik";"AXIC A";"SE0005250719";5.65;83.6539;0.06603771;0.13;0.05607481;0.0366973;-0.1567164;0.2363238;-0.6512346;-0.4813325;-13.77713;-11.46823;-15.54548;"";172.2549;244.6385;-7.857039;-6.899062;-8.341685;0.007235885;0.001476884;-0.09696048;"";"";1
"Axis";"Sverige";"Large Cap";"Elektronisk utrustning";"AXIS";"SE0000672354";341;23686.2;0.002646263;0.002646263;0.002941177;-0.03399433;-0.0005862022;0.02679914;0.7686722;1.288591;33.67402;36.68867;34.28489;3.01912;3.329947;3.115463;62.71168;-220.6446;-46.16211;-0.0005574822;-0.008622766;-0.04235303;"2017-04-21";"";4
"Axon Kids";"Sverige";"Aktietorget";"Konsument";"AXON";"SE0005934452";7.6;62.32;0.006622478;0.006622478;0.06293704;0.04827585;0.2561983;0.08571427;"";"";638.6555;88.81131;197.7239;1.367086;1.981167;2.335661;-12.54934;-8.345193;-11.12692;0.007653952;0.03488135;0.08262836;"2017-04-28";"";""
"B&B TOOLS";"Sverige";"Mid Cap";"Handel & Distribution";"BBTO B";"SE0000101362";184;5182.36;0.002724796;-0.04909561;-0.05154639;-0.1067961;-0.01866667;0.06358381;0.4661354;1.967742;21.86675;12.12414;15.1971;0.6260401;0.4966088;0.5433575;47.54459;-576.8031;47.8219;-0.06839001;0.003905296;0.01881444;"2017-05-09";"";4
"B3IT Management";"Sverige";"Small Cap";"IT-Tjänster";"B3IT";"SE0008347660";87;634.578;-0.02247191;-0.002865329;0.01754386;0.04504505;0.1118211;"";"";"";30.95535;20.93744;17.44084;1.206422;1.028512;0.7374756;13.64684;21.75786;9.512918;-0.05006009;0.08794964;0.1080022;"2017-05-11";"";1
"Bactiguard";"Sverige";"Small Cap";"Läkemedel";"BACTI B";"SE0005878741";18.1;602.7662;-0.042328;-0.07179485;0.06470591;0.07100596;0.08383231;0.4308301;"";"";-52.17642;-63.71736;-29.24095;4.204534;3.688474;3.777781;-25.60278;-22.9832;-21.48055;0.05658329;0.0731504;0.02238154;"2017-05-04";"";""
"Badger Explorer";"Norge";"Oslo Axess";"Olja & Gas";"BXPL";"NO0010283211";0.38;7.22228;0.0555555;-0.09523807;-0.1162791;-0.7564102;-0.6346154;-0.7900552;-0.9424242;-0.9675214;-1.023707;-5.354786;-4.721854;109.4285;637.7551;109.4285;-0.6205774;-2.266525;-2.378762;-0.05314011;-0.3392613;-0.5247608;"";"";1
"Bahnhof";"Sverige";"Aktietorget";"Telekommunikationstjänster";"BAHN B";"SE0002252296";184;1979.288;0.002724796;-0.03916449;0.04249292;-0.01866667;0.06358381;-0.04663212;1.397394;7.288288;26.58652;24.64144;24.21686;2.280073;2.211278;2.171985;68.79933;45.85582;56.83677;0.0165987;0.002767563;-0.0205574;"2017-05-09";"";3
"Bakkafrost";"Norge";"OBX";"Livsmedel";"BAKKA";"FO0000000179";317.4;15411.67;0.02651999;0.0114723;0.2288038;-0.005950498;-0.1021217;0.0342131;2.158209;7.578378;9.672966;10.01562;9.508156;4.043789;3.019766;3.00698;118.1509;469.6502;58.62138;0.03926492;0.01523817;-0.09240133;"";"";3
"Bambuser";"Sverige";"First North";"IT-Tjänster";"BUSER";"SE0009663834";5.4;"";-0.02702704;-0.06896553;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.01196444;"";"";"";"";2
"Bang & Olufsen";"Denmark";"Mid Cap";"Elektronisk utrustning";"BO";"DK0010218429";101.5;0.1015;0.004950495;-0.02870813;0.05729166;0.05181347;0.2929936;0.5615385;0.6504065;0.5859375;"";"";"";"";"";"";"";"";"";"";0.02910185;0.1590711;"2017-04-07";"";2
"Basware";"Finland";"Mid Cap";"IT-Tjänster";"BAS1V";"FI0009008403";33.65;482.6419;0.00748503;-0.02463764;0.007786827;-0.06527773;-0.1026666;-0.1140073;-0.02942015;0.602381;-28.83215;-73.65137;39.42496;3.19081;3.46143;3.517183;-10.24457;-12.50056;13.6015;-0.02023917;-0.01566124;-0.03959239;"2017-04-21";"";""
"Bavarian Nordic";"Denmark";"Mid Cap";"Bioteknik";"BAVA";"DK0015998017";358.5;0.3585;0.009859155;-0.01780822;-0.008298756;0.3060109;0.522293;0.434;1.938525;7.092551;"";"";"";"";"";"";"";"";"";-0.03434068;0.09405518;0.2739022;"2017-05-04";"";2
"Bayn Europe";"Sverige";"First North";"Livsmedel";"BAYN";"SE0006261046";1.95;12.67695;-0.005102036;-0.06698558;-0.07142851;-0.4331395;0.21875;-0.6285715;"";"";-1.833051;-5.278867;-5.519274;4.563337;10.60543;10.8553;-1.574776;-3.951884;-4.061119;-0.01164806;-0.2019383;-0.06145936;"";"";""
"BE Group";"Sverige";"Small Cap";"Handel & Distribution";"BEGR";"SE0008321921";59.25;769.2546;0.01282051;-0.008368201;0.206721;0.377907;0.5633245;0.7025862;-0.7764151;-0.830049;11.55038;-5.685454;-4.663613;0.190882;0.1290323;0.1521391;12.82091;7.346892;4.240265;-0.01786458;0.1942869;0.1814227;"2017-04-27";"";1
"Beijer";"Sverige";"Mid Cap";"Handel & Distribution";"BEIJ B";"SE0000112906";223;9453.193;-0.006681514;-0.01545254;-0.02192982;-0.002237136;0.07990315;0.1584416;0.5759717;0.8622129;23.57418;22.2685;21.66287;1.012119;0.9526764;0.9343697;54.64273;-92.41872;-160.4301;0.005109906;0.002673268;0.02979326;"2017-04-24";"";5
"Beijer Alma";"Sverige";"Mid Cap";"Produktion";"BEIA B";"SE0000190134";252.5;7608.078;0.01;-0.04356061;0.05648536;0.001984127;0.152968;0.3082902;0.2593516;1.239468;21.7498;19.09323;19.36911;2.064551;1.834103;1.856457;99.84354;46.02956;53.42175;0.008858204;0.03654003;0.0849613;"2017-05-04";"";5
"Beijer Electronics";"Sverige";"Small Cap";"Elektronisk utrustning";"BELE";"SE0000671711";42;800.94;-0.01869157;-0.04109587;0.06598981;0.07692307;0.1023623;-0.1139241;-0.3225806;-0.3636364;-9.063835;0.2127123;9.956882;0.7069578;0.7799615;0.7590765;-12.29699;-19.31424;69.45695;0.009945035;0.07228112;-0.02960265;"2017-04-27";"";""
"Belships";"Norge";"OB Match";"Tjänster & Leverans";"BEL";"NO0003094104";4.21;197.0448;0.0268293;-0.01635518;-0.1546185;0.0604534;0.01690825;0.5592592;-0.2741379;0.07548857;11.68795;2.402926;3.262915;0.882001;0.7104521;0.8214145;6.12064;3.339722;4.287668;-0.08048004;-0.03077739;0.2885603;"2017-04-25";"";1
"Beowulf Mining";"Sverige";"Aktietorget";"Gruv & Metall";"BEO SDB";"SE0002457796";0.915;459.9065;-0.02659572;-0.1116504;-0.05181342;-0.2043478;0.4758065;0.8711657;0.8300001;-0.39;-73.79032;-21.53991;-30.23596;"";"";"";-38.53297;-29.28851;-20.99122;-0.05023277;-0.03444201;0.2572665;"";"";1
"Bergen Group";"Norge";"OB Match";"Tjänster & Leverans";"BERGEN";"NO0010379779";2.69;212.5369;0.05490201;-0.07560138;0.3121952;-0.37587;1.007463;0.881119;-0.1266233;-0.6157143;3.237453;-0.0964542;0.7338738;0.863564;0.6062052;0.6487632;-23.05673;-3.300005;-7.445912;0.07124329;-0.01634878;0.2742667;"2017-05-12";"";2
"Bergs Timber";"Sverige";"Small Cap";"Skog";"BRG B";"SE0000101297";2.39;386.2742;0;-0.008298747;0.01702136;0.03017249;0.1380953;0.2010051;-0.1758621;-0.7930736;-113.8095;-71.35261;-71.27688;0.3800789;0.3480949;0.3555464;19.02829;-45.02208;15.13025;-0.001456201;0.008058786;0.06714916;"2017-04-06";"";2
"Besqab";"Sverige";"Mid Cap";"Byggnation";"BESQ";"SE0005991411";182;2805.348;-0.02412869;-0.05454545;-0.01621622;-0.1455399;-0.1078431;-0.008174387;"";"";13.80461;10.43948;11.13206;2.062762;2.23098;2.014645;-160.6729;-28.09951;-25.177;0.001447201;-0.02272063;-0.08607763;"2017-05-18";"";2
"Betsson";"Sverige";"Large Cap";"Betting & Spel";"BETS B";"SE0008242358";80.35;11120.44;0.04350647;0.03811366;0.01260239;-0.02191118;-0.1106807;-0.2688808;0.02139782;0.2167145;12.95487;17.27295;16.95495;2.635675;3.500217;3.644311;24.8058;30.1618;28.70064;0.003187776;-0.02042061;-0.0804655;"2017-04-27";"";5
"Bilia";"Sverige";"Mid Cap";"Återförsäljare";"BILI A";"SE0007157763";177;9097.8;0.01432665;-0.03804348;-0.01939058;-0.1365854;-0.115;-0.0406504;0.6817102;2.966386;13.49826;13.96216;13.6146;0.3597675;0.3882402;0.383597;19.48137;109.5131;-229.7245;0.004459381;-0.05436749;-0.08838617;"2017-05-02";"";2
"BillerudKorsnäs";"Sverige";"Large Cap";"Skog";"BILL";"SE0000862997";131.7;27255.45;0.006880687;-0.06794059;-0.04841039;-0.1131313;-0.09979498;0.09113505;0.3943886;2.016615;18.95373;18.05892;17.80284;1.232163;1.301561;1.269265;16.40906;14.23917;13.26519;-0.04855204;-0.01587713;-0.03843808;"2017-04-20";"";3
"BIMobject";"Sverige";"First North";"Programvara & Internet";"BIM";"SE0005466406";27.8;1217.028;0.04511274;-0.06081085;-0.02456143;-0.1895044;0.8720537;1.660287;2.475;"";-30.6911;-13.41858;-20.46667;35.78653;22.55473;31.173;-32.30506;-42.64566;-21.1293;-0.04424775;-0.08056158;0.4221656;"";"";1
"BioGaia";"Sverige";"Mid Cap";"Bioteknik";"BIOG B";"SE0000470395";343.5;5954.916;-0.004347826;-0.03646564;-0.01293103;0.04090909;0.1703577;0.5334821;0.7480916;1.29;25.17;22.44747;26.39338;10.98742;9.305332;9.292487;32.54301;42.90308;37.8283;-0.003666162;0.05886877;0.126932;"2017-05-03";"";5
"Biohit";"Finland";"Small Cap";"Bioteknik";"BIOBV";"FI0009005482";5.39;78.79641;-0.005535094;0.0150659;0.01698107;-0.1292407;-0.1076159;-0.02177865;-0.2255747;1.237443;-23.88126;-5.71619;-24.11295;9.609319;13.70901;14.44112;"";-319.949;-199.0706;0.01581323;-0.02868193;-0.06859773;"";"";1
"Bioinvent";"Sverige";"Small Cap";"Bioteknik";"BINV";"SE0000789711";2.28;694.7046;-0.004366808;-0.008695644;-0.012987;-0.2191781;0.1515151;-0.012987;-0.2348993;-0.82713;-8.151591;-9.842245;-8.786944;12.65907;12.60845;18.28716;-7.812429;-10.67243;-8.29164;-0.01541096;-0.07385594;-0.01258165;"2017-05-17";"";1
"BioPorto";"Denmark";"Small Cap";"Bioteknik";"BIOPOR";"DK0011048619";2.57;"";0.07531373;0.1173913;0.1222707;0.03629029;0.4043715;-0.4425163;0.04897954;-0.3390598;"";"";"";"";"";"";"";"";"";0.01957452;-0.02800763;0.1014184;"2017-05-04";"";2
"Biotage";"Sverige";"Mid Cap";"Bioteknik";"BIOT";"SE0000454746";55.75;3607.805;0.009049774;-0.05106383;0.2252747;0.2252747;0.2641724;0.9092465;3.847826;6.852113;34.29081;24.20287;25.16732;5.196583;3.48879;3.535195;54.35406;32.68762;33.36731;0.04684985;0.1605599;0.07774937;"2017-04-27";"";2
"Biotec Pharmacon";"Norge";"OB Match";"Bioteknik";"BIOTEC";"NO0010014632";6.3;276.8472;0;-0.0337423;-0.275862;-0.37;-0.4919355;-0.4728033;-0.6315789;0.1508321;-13.14143;-24.14059;-24.3375;3.720614;7.100975;7.369287;-13.07734;-29.20164;-26.54248;-0.07846802;-0.2065399;-0.2265325;"2017-04-27";"";1
"Biotech-IgG";"Sverige";"Aktietorget";"Bioteknik";"BIGG B";"SE0002837955";0.12;26.24196;-0.02439029;0.02564101;0.3636363;0.2765958;0.09090907;0.08108105;-0.5;-0.3883792;-7.792208;-13.05915;-9.42268;3.839912;4.131943;3.667109;-7.495561;-12.96577;-9.373562;0.1562959;0.09445381;-0.1986116;"2017-05-09";"";1
"Biovica";"Sverige";"First North";"Bioteknik";"BIOVIC B";"SE0008613731";11.8;"";0.02608697;-0.04453443;0.05357146;"";"";"";"";"";"";"";"";"";"";"";"";"";"";-0.02479005;0.008123875;"";"";"";2
"Bittium";"Finland";"Mid Cap";"Elektronisk utrustning";"BITTI";"FI0009007264";6.94;247.3832;0.001443035;0.06441719;0.09810124;0.1302932;0.1843003;0.1605351;1.679537;9.676924;70.74414;26.16206;34.67138;3.74256;5.496483;5.4773;-15.27057;3.414539;97.42167;0.04458606;0.02359903;0.03068054;"";"";3
